index,rater,source,target,category,severity
273,57056787,美国商务部表示，这5家中国公司及1家研究机构帮助中国军队现代化，尤其是航空航天项目，包括飞艇和飞机。,"The US Department of Commerce said the five Chinese companies and one research institute are assisting in the modernization of the Chinese military, especially its aerospace programs including flying boats and aircraft.",Accuracy/Mistranslation,Minor
273,57056787,美国商务部表示，这5家中国公司及1家研究机构帮助中国军队现代化，尤其是航空航天项目，包括飞艇和飞机。,"The US Department of Commerce said the five Chinese companies and one research institute are assisting in the modernization of the Chinese military, especially its aerospace programs including flying boats and aircraft.",Accuracy/Mistranslation,Minor
273,57056787,美国商务部表示，这5家中国公司及1家研究机构帮助中国军队现代化，尤其是航空航天项目，包括飞艇和飞机。,"The US Department of Commerce said the five Chinese companies and one research institute are assisting in the modernization of the Chinese military, especially its aerospace programs including flying boats and aircraft.",Accuracy/Mistranslation,Minor
273,57056787,美国商务部表示，这5家中国公司及1家研究机构帮助中国军队现代化，尤其是航空航天项目，包括飞艇和飞机。,"The US Department of Commerce said the five Chinese companies and one research institute are assisting in the modernization of the Chinese military, especially its aerospace programs including flying boats and aircraft.",Fluency/Grammar,Minor
273,57056787,美国商务部表示，这5家中国公司及1家研究机构帮助中国军队现代化，尤其是航空航天项目，包括飞艇和飞机。,"The US Department of Commerce said the five Chinese companies and one research institute are assisting in the modernization of the Chinese military, especially its aerospace programs including flying boats and aircraft.",Style/Unnatural or awkward,Minor
274,57056787,被列入黑名单的公司很难获得美国的技术出口。,It is difficult for blacklisted companies to have access to U.S. technology exports.,Fluency/Grammar,Minor
274,57056787,被列入黑名单的公司很难获得美国的技术出口。,It is difficult for blacklisted companies to have access to U.S. technology exports.,Style/Unnatural or awkward,Minor
274,57056787,被列入黑名单的公司很难获得美国的技术出口。,It is difficult for blacklisted companies to have access to U.S. technology exports.,Style/Unnatural or awkward,Minor
274,57056787,被列入黑名单的公司很难获得美国的技术出口。,It is difficult for blacklisted companies to have access to U.S. technology exports.,Style/Unnatural or awkward,Minor
275,57056787,名单被称为“实体名单”（entity list），入列的公司除非获得美国商务部的特别出口许可证，否则将无法向美国供应商购买技术或商品。,"The list is called the Entity List, and firms on it cannot purchase technology or goods from U.S. suppliers unless they receive a special export license from the U.S. Department of Commerce.",Fluency/Inconsistency,Minor
275,57056787,名单被称为“实体名单”（entity list），入列的公司除非获得美国商务部的特别出口许可证，否则将无法向美国供应商购买技术或商品。,"The list is called the Entity List, and firms on it cannot purchase technology or goods from U.S. suppliers unless they receive a special export license from the U.S. Department of Commerce.",Fluency/Spelling,Minor
275,57056787,名单被称为“实体名单”（entity list），入列的公司除非获得美国商务部的特别出口许可证，否则将无法向美国供应商购买技术或商品。,"The list is called the Entity List, and firms on it cannot purchase technology or goods from U.S. suppliers unless they receive a special export license from the U.S. Department of Commerce.",Style/Unnatural or awkward,Minor
276,57056787,被列入黑名单的公司是：北京南江空天科技股份有限公司、中国电子科技集团第四十八研究所、东莞凌空遥感科技有限公司、鹰门航空科技集团有限公司、广州天海翔航空科技有限公司和山西鹰门航空科技集团有限公司。,"The companies included in the blacklist are: Beijing Nanyang Heating and Air Technology Co.,Ltd., 48th Institute of Electronics and Technology Group, Dongguan Liangqiang Space Remote Sensing Technology Co.,Ltd., Xiamen Aerospace Technology Group Co.,Ltd., Tianhai Xiang Aviation Technology Co. Ltd. and Shanxi Xiamen Aviation Technology Group Co.,Ltd.",Accuracy/Mistranslation,Major
276,57056787,被列入黑名单的公司是：北京南江空天科技股份有限公司、中国电子科技集团第四十八研究所、东莞凌空遥感科技有限公司、鹰门航空科技集团有限公司、广州天海翔航空科技有限公司和山西鹰门航空科技集团有限公司。,"The companies included in the blacklist are: Beijing Nanyang Heating and Air Technology Co.,Ltd., 48th Institute of Electronics and Technology Group, Dongguan Liangqiang Space Remote Sensing Technology Co.,Ltd., Xiamen Aerospace Technology Group Co.,Ltd., Tianhai Xiang Aviation Technology Co. Ltd. and Shanxi Xiamen Aviation Technology Group Co.,Ltd.",Accuracy/Mistranslation,Major
276,57056787,被列入黑名单的公司是：北京南江空天科技股份有限公司、中国电子科技集团第四十八研究所、东莞凌空遥感科技有限公司、鹰门航空科技集团有限公司、广州天海翔航空科技有限公司和山西鹰门航空科技集团有限公司。,"The companies included in the blacklist are: Beijing Nanyang Heating and Air Technology Co.,Ltd., 48th Institute of Electronics and Technology Group, Dongguan Liangqiang Space Remote Sensing Technology Co.,Ltd., Xiamen Aerospace Technology Group Co.,Ltd., Tianhai Xiang Aviation Technology Co. Ltd. and Shanxi Xiamen Aviation Technology Group Co.,Ltd.",Accuracy/Mistranslation,Major
