index,source,target,category,annotation
476,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""Ms Van Minh"" is a mistranslation of ""范明政和夫人"". ""范明政"" is the Prime Minister's name, and ""和夫人"" means ""and his wife"". The translation should reflect that the Prime Minister (范明政), a male, and his wife visited the university, not a female Prime Minister named Ms Van Minh.
[Minor]: no-error
```"
476,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",audience_appropriateness,"MQM annotations:
audience appropriateness error:
minor: style/awkward - The title ""Ms Van Minh"" seems slightly awkward in English. While technically correct, it's less common to use ""Ms."" with the Prime Minister's full name in English news or official contexts. Using ""Prime Minister Pham Minh Chinh"" and then referring to ""her"" later would be more natural. This isn't a major error, but it could be phrased more elegantly for an English-speaking audience."
476,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",design_and_markup,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
476,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: capitalization - ""Ms Van Minh"" should be ""Pham Minh Chinh"" (Prime Minister's name). The target text provides ""Ms Van Minh"" but it is the wrong name. The correct romanization of the name in Chinese is Pham Minh Chinh, and ""Ms"" should not be present."
476,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",locale_conventions,"```
locale conventions:

MQM annotations:
minor: style/awkward - ""During her visit"" should be ""During his visit"" as范明政 is male.
```"
476,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",style,"MQM annotations:
minor: style/unnatural flow - ""During her visit"" is a less natural phrasing than ""During his visit"". The source refers to 范明政 (Pham Minh Chinh), who is male. The translation incorrectly refers to the Prime Minister as ""her"".
minor: style/unnatural flow - ""Ms Van Minh"" is an unnatural way to refer to the Prime Minister in this context. It would be more natural to refer to him as ""Prime Minister Pham Minh Chinh""."
476,走访文莱大学时，越南政府总理范明政和夫人同越南语班的学生进行了交流。,"During her visit to Brunei University, the Prime Minister of Vietnam, Ms Van Minh, spoke with students in the Vietnamese language class.",terminology,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - The translation of ""范明政"" as ""Ms Van Minh"" is incorrect. While ""Van Minh"" is a part of his name, ""Ms"" is an inappropriate title and should not be added.
```"
477,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: none
[Major]: accuracy/wrong named entity - ""Van Myong"" is not a correct transliteration of ""范明政"" (Phạm Minh Chính).
[Minor]: none
```"
477,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",audience_appropriateness,"MQM annotations:
no error"
477,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",design_and_markup,"```
MQM annotations:
design and markup errors:
no error
```"
477,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: capitalization/incorrect - ""Van Myong"" should be ""Pham Minh Chinh"" or ""Pham Minh"". It seems to be a spelling/transliteration error as well, but since it involves capitalization, categorized as capitalization.
minor: punctuation/omission - There should be a comma after ""Vietnamese""."
477,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",locale_conventions,"```
locale conventions:

MQM annotations:
```"
477,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",style,"MQM annotations:
minor: style/unnatural flow - ""Van Myong"" sounds unnatural as a romanization of ""范明政"". While technically not incorrect, it deviates from common romanization conventions.
minor: style/unnatural flow - ""and thus contribute actively to"" can be phrased more naturally as ""thereby actively contributing to""."
477,范明政总理为越来越多的外国人喜欢学习越南语而感到高兴，进而为把越南文化特色和风土人情形象推广到世界各地作出积极贡献。,"Prime Minister Van Myong is pleased that more and more foreigners are learning Vietnamese, and thus contribute actively to the promotion of the Vietnamese culture and identity around the world.",terminology,"```
MQM annotations
Terminology errors:
Minor: WRONG TERM - ""Van Myong"" is likely a mistranslation or transliteration of ""范明政"" (Phạm Minh Chính), the Vietnamese Prime Minister's name. While understandable, it's not accurate or the standard transliteration.
```"
478,政府总理范明政表示相信并希望文莱大学的越南语教师队伍日益强大；越南语班的学员越来越对越南语感兴趣，努力学习，能够早日使用流利的越南语，并成为越文两国友好合作关系的使者。,"Prime Minister Van Minh Chieu expressed his confidence and hope that the Vietnamese language teaching staff at Brunei University will grow stronger and stronger; the students in Vietnamese language classes will be more and more interested in Vietnamese, will study hard, will be able to speak Vietnamese fluently, and will become ambassadors for bilateral friendly cooperation between the countries.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""Van Minh Chieu"" for ""范明政"" (Phạm Minh Chính). It's a mistranslation of the Prime Minister's name.
[Minor]: no-error
```"
